config,building_type,n_floors,is_floor_ins,region,A_A,A_env,A_MR,A_OR,aspect,h,UA,eta_AC,eta_AH,bt_jp,A_env_model,UA_model,etaA_target,etaA_model,err_A_env,err_UA,err_etaA,clipped,clip_kind,eta_win_temp,eta_win,ok,error
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,0.9,5.0,6.0,集合,178.97999999999996,0.9,5.829032258064516,1.6685600979928186,-1.58798242431579e-14,0.0,-71.37500661993505,True,窓なし(不透明のみ),,0.1,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,0.5,0.6,集合,174.88209007187433,0.9999999999999999,0.5829032258064516,1.496252957349973,-2.289590975598201,-1.1102230246251565e-14,156.68977132179947,True,下限・窓0化(et<0),-0.6183882958203729,0.1,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,1.0,1.2,集合,174.88209007187433,0.9999999999999999,1.1658064516129032,1.496252957349973,-2.289590975598201,-1.1102230246251565e-14,28.34488566089973,True,下限・窓0化(et<0),-0.2237305650675681,0.1,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,1.5,1.8,集合,178.97999999999996,0.9999999999999999,1.748709677419355,1.7487096774193551,-1.58798242431579e-14,-1.1102230246251565e-14,1.2697625443047354e-14,False,なし,0.17092716568523678,0.17092716568523678,True,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,2.0,2.4,集合,178.97999999999996,0.9999999999999999,2.3316129032258064,2.3316129032258064,-1.58798242431579e-14,-1.1102230246251565e-14,0.0,False,なし,0.5655848964380414,0.5655848964380414,True,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,2.5,3.0,集合,180.2724843121138,0.9999999999999999,2.914516129032258,2.9145161290322585,0.7221389608413229,-1.1102230246251565e-14,1.5237150531656826e-14,True,上限(et>0.73),0.9602426271908464,0.73,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,3.0,3.6,集合,182.487925179324,0.9999999999999999,3.49741935483871,3.4974193548387094,1.959953726295686,-1.1102230246251565e-14,-1.2697625443047354e-14,True,上限(et>0.73),1.3549003579436512,0.73,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,3.5,4.2,集合,184.7033660465342,0.9999999999999999,4.080322580645162,4.080322580645163,3.197768491750034,-1.1102230246251565e-14,2.176735790236689e-14,True,上限(et>0.73),1.7495580886964563,0.73,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,4.0,4.8,集合,186.91880691374442,0.9999999999999999,4.663225806451613,4.663225806451613,4.435583257204397,-1.1102230246251565e-14,0.0,True,上限(et>0.73),2.1442158194492604,0.73,False,
集合_フラット,apartment,1,True,1,48.06,178.98,15.64,19.92,1.847,2.853,1.0,4.5,5.4,集合,189.1342477809546,0.9999999999999999,5.246129032258065,5.246129032258065,5.673398022658744,-1.1102230246251565e-14,0.0,True,上限(et>0.73),2.5388735502020654,0.73,False,
